PT312,PT401,PT408,PT403,PT501,PT408_diff,PT403_diff,FT305,FT104,FT407,LI405,FT406,FT407_density,FT406_density,FT104_density,FT407_temp,FT406_temp,FT104_temp,LI504,VC501,VC302,VC101,PO1,PT417
0.12169660330000001,0.1171488047,0.0999561429,0.1027030945,0.099121511,0.0171049893,0.3059936047,0.021000889672222224,0.501885414,-0.247018993,0.825193584,0.061889172,19.95718002,976.5662842,998.8394165,18.94311905,18.97462082,17.83662033,34.54664993,20.72456932,43.13011932,28.00683975,2.059999943,0.0146442294
0.1217483997,0.11720809940000002,0.0999859512,0.1027418017,0.0991552889,0.0171981096,0.3102850914,0.021243947347222222,0.501900375,-0.247019604,0.826233089,0.063428193,20.10631943,976.5167847,998.8389282,18.93511963,18.97090912,17.91501045,34.53844833,20.71718025,43.00279999,28.00659943,2.029999971,0.0146442607
0.1218047976,0.11718720199999999,0.1000931978,0.1027806044,0.09918909070000001,0.017191129899999998,0.3295969963,0.021332696277777778,0.501915395,-0.247020096,0.827272713,0.06077918,20.10631943,976.4672852,998.8383179,18.92712021,18.96719933,17.91501045,34.53025055,20.70980072,42.87548828,28.00634956,2.105000019,0.0146442905
0.1218613029,0.11725720170000001,0.10005149840000001,0.1028192997,0.0992228806,0.0171841502,0.28811221119999997,0.02132938385,0.501930416,-0.247020707,0.835345626,0.05394214,20.10631943,976.4177856,998.8378296,18.91912079,18.96348953,17.91501045,34.52204132,20.70241928,42.80067062,28.0060997,2.049999952,0.0146443203
0.1219177008,0.11739540100000001,0.10005749459999999,0.102798605,0.0992566705,0.0172415003,0.2823900938,0.02121414820277778,0.501945376,-0.247021198,0.855730772,0.051825412,32.79841995,976.3682861,998.8372192,18.91111946,18.95977974,17.91814995,34.51383972,20.69503021,42.77833939,28.00585938,1.934999943,0.0146443605
0.12174669499999999,0.1171658039,0.1002601981,0.1027184963,0.09929046030000001,0.0172113702,0.35105459689999996,0.020892276763888887,0.501960516,-0.247021794,0.878447592,0.054428998,45.49052811,976.3187256,998.8366699,18.90312004,18.95606995,17.9244194,34.50563049,20.68765068,42.83522034,28.00560951,1.965000033,0.014644390299999999
0.1218109012,0.1171208024,0.1002006054,0.1028067946,0.0992982924,0.0170294002,0.3024173021,0.020603523255555554,0.501975477,-0.247022301,0.898217618,0.055697169,45.49052811,976.2692261,998.8361206,18.89512062,18.95235062,17.93069077,34.49742889,20.6802597,42.97129059,28.00535965,2.174999952,0.0146444201
0.12222739460000001,0.1175256968,0.09987866279999999,0.1028391004,0.0992801487,0.0172977403,0.250918889,0.020500206416666666,0.501990497,-0.247022897,0.91542691,0.055629931,45.49052811,976.2197266,998.8355713,18.88711929,18.94864082,17.93696022,34.48923111,20.67288017,43.10736084,28.00511932,2.150000095,0.0146444499
0.12267650370000001,0.11805319789999999,0.0996819496,0.1026468039,0.0992706716,0.0178841099,0.2666544914,0.02046775182222222,0.502005517,-0.247023404,0.922908604,0.05556269,45.49052811,976.1702271,998.835083,18.87911987,18.94492912,17.94322968,34.48102951,20.6654892,43.18375015,28.00486946,2.144999981,0.014644490199999999
0.1228626013,0.1182999015,0.0997236788,0.1024544954,0.09926981929999999,0.018338149800000002,0.2552103996,0.02046443939166667,0.502020597,-0.247024,0.917544127,0.055495448,37.23305893,976.1207275,998.8344727,18.87111092,18.94121933,17.85230064,34.47282028,20.65810966,43.20045853,28.0046196,2.325000048,0.01464452
0.1229961991,0.1183964014,0.09987866279999999,0.10255140069999999,0.0992689729,0.0184629694,0.2566409111,0.020486958822222224,0.502035618,-0.247024596,0.906500399,0.055428211,28.97558975,976.138916,998.8339844,18.86310959,18.93750954,17.75823975,34.46461868,20.65073013,43.21717072,28.00437927,2.150000095,0.0146445498
0.1229835033,0.11846430299999999,0.10003360509999999,0.1025872946,0.0992681324,0.018452179399999998,0.2780985117,0.02060418235,0.502050579,-0.247025102,0.896229088,0.04891653,28.97558975,976.2249756,998.833374,18.85511017,18.93379974,17.75823975,34.45640945,20.64333916,43.23387909,28.00412941,2.150000095,0.014644579599999999
0.12282919880000001,0.11834650040000001,0.100188601,0.10251710409999999,0.0992672801,0.0183173597,0.31100029949999997,0.020794919330555557,0.502065718,-0.247025698,0.892194986,0.053378042,28.97558975,976.3109741,998.8328857,18.84711075,18.93008995,17.75823975,34.44821167,20.63595963,43.22264862,28.00387955,2.230000019,0.0146446094
0.12287709710000001,0.1183251023,0.10020649429999999,0.10269089940000001,0.0992664278,0.018133530000000002,0.2909732103,0.02093068864722222,0.502080679,-0.247026205,0.90213722,0.051527571,28.97558975,976.3970947,998.8322754,18.83910942,18.92638016,17.75823975,34.44001007,20.62857056,43.18349838,28.00363922,2.184999943,0.0146446496
0.12305419449999999,0.11842730050000001,0.100087297,0.1028159022,0.0992751777,0.0182183102,0.2544950962,0.02098300933888889,0.502095699,-0.247026697,0.920591116,0.051209129,30.20816994,976.4830933,998.8317871,18.83111,18.92266083,17.86797905,34.43180084,20.62118912,43.14434052,28.00338936,2.125,0.014644679399999999
0.123189497,0.11851999760000001,0.1001230001,0.1027611017,0.09929352999999999,0.0183031097,0.2759527922,0.02099095450555556,0.50211072,-0.247027293,0.929317415,0.05460415,31.44075012,976.5692139,998.8312988,18.82311058,18.91894913,17.97772026,34.42359924,20.61380959,43.10519028,28.00315094,2.00999999,0.014644710699999999
0.12299799920000001,0.1184797049,0.1003137946,0.1027269959,0.0993118823,0.0182389304,0.29741048810000004,0.020980360244444444,0.50212568,-0.247027799,0.921284914,0.055333659,31.44075012,976.6552124,998.8306885,18.81510925,18.91523933,17.97772026,34.41540146,20.60642052,43.06604004,28.00289917,2.099999905,0.0146447405
0.12291920190000001,0.11843940019999999,0.1003257036,0.1028445005,0.09933022259999999,0.0181740895,0.3188682079,0.020967114766666666,0.50214082,-0.247028396,0.90622139,0.063464351,31.44075012,976.741272,998.8302002,18.80710983,18.91152954,17.97772026,34.40719986,20.59903908,43.0268898,28.00264931,2.285000086,0.014644770300000002
0.12295340299999999,0.11839909550000001,0.1001587987,0.1029032946,0.099348563,0.0182575494,0.28382070060000003,0.02095784081388889,0.502155781,-0.247028902,0.895047486,0.060113579,31.44075012,976.7730713,998.8297119,18.79911041,18.90781975,17.97772026,34.39899063,20.59165001,43.00997162,28.00241089,2.355000019,0.014644810599999999
0.1231358051,0.1185045004,0.1001508951,0.1029032946,0.0993669093,0.0183035299,0.2552103996,0.02095254262222222,0.50217092,-0.247029498,0.887763321,0.0567628,38.70869064,976.7506714,998.8291016,18.79110909,18.90410995,17.91501045,34.39078903,20.58427048,43.01528931,28.00215912,2.230000019,0.014644840400000001
0.12328629490000001,0.1186553955,0.1003018022,0.1029032946,0.0993852615,0.0183120102,0.2795290947,0.02094459533611111,0.502185881,-0.247030005,0.880478978,0.053412031,45.97661972,976.7282715,998.8286133,18.78310966,18.90040016,17.85230064,34.3825798,20.57689095,43.02059937,28.00190926,2.154999971,0.014644870199999998
0.123110795,0.11859970090000001,0.10045280459999999,0.1029032946,0.0994357884,0.0182248607,0.2780986071,0.02093929926666667,0.502200902,-0.247030601,0.873194695,0.052188009,45.97661972,976.7059937,998.8280029,18.77511024,18.89669037,17.85230064,34.3743782,20.56949997,43.02592087,28.00167084,2.099999905,0.014644899999999999
0.1229841948,0.1184376001,0.1005164027,0.1029456973,0.0995185018,0.0180420503,0.27094600199999996,0.02092473136111111,0.502215922,-0.247031197,0.86591047,0.053090729,45.97661972,976.6835938,998.8275146,18.76711082,18.89298058,17.85230064,34.36618042,20.56212044,43.03123093,28.00141907,2.015000105,0.014644929800000001
0.12329189780000001,0.1185871959,0.10034949779999999,0.1030305982,0.0995598614,0.0180890307,0.26236300469999996,0.020913471644444445,0.502230883,-0.247031704,0.866059184,0.05399346,34.20705032,976.6613159,998.8270264,18.7591095,18.88927078,17.85230064,34.35797882,20.55472946,43.03654861,28.0011692,2.065000057,0.014644969999999998
0.12365210060000001,0.11851869820000001,0.1002125025,0.10299140209999999,0.0995598614,0.0183658004,0.2595019102,0.020904197691666668,0.502246022,-0.2470323,0.873641074,0.05489618,22.43749046,976.638916,998.826416,18.75111008,18.88555908,17.85230064,34.34976959,20.54734993,43.04187012,28.00093079,2.049999952,0.014644999799999999
0.12398660180000001,0.11876499650000001,0.1002482057,0.10290930270000001,0.0995598614,0.0182287201,0.29812569619999996,0.02088697857222222,0.502260983,-0.247032806,0.881222904,0.055798911,22.43749046,976.6165161,998.8259277,18.74311066,18.88183975,17.85230064,34.35998154,20.53996086,43.04719162,28.00068092,2.194999933,0.014645029600000001
0.1241636038,0.11936190129999999,0.10021840330000001,0.1029081941,0.0995598614,0.018546579799999997,0.2780986071,0.020877704619444444,0.502276003,-0.247033402,0.893825889,0.056701642,22.43749046,976.5037842,998.8253174,18.73510933,18.87812996,17.85230064,34.37459946,20.53257942,43.05250931,28.00042915,2.345000029,0.014645059399999999
0.1241757989,0.1194643974,0.1002421975,0.1029070973,0.0995598614,0.0191253304,0.2494884014,0.020871745216666664,0.502291083,-0.247033894,0.908031106,0.06235902,22.43749046,976.3010254,998.8248291,18.72710991,18.87442017,17.85230064,34.37522888,20.52519989,43.05781937,28.00019073,2.190000057,0.014645090699999998
0.12434170250000001,0.1195669055,0.1003852963,0.10290600059999999,0.0995743811,0.0190961897,0.29526469710000003,0.02086611429722222,0.502306104,-0.247034505,0.916657209,0.059015062,36.36417007,976.0980225,998.8242188,18.71910095,18.87071037,17.83662033,34.37585831,20.51781082,43.06314087,27.99994087,2.029999971,0.014645129400000002
0.12450759410000001,0.1197368979,0.1003972054,0.1029049039,0.0996165097,0.0191608906,0.3052783012,0.020857507916666667,0.502321124,-0.247034997,0.919747174,0.052305799,50.29085159,975.8950806,998.8237305,18.71110916,18.86700058,17.82368088,34.37649155,20.52087975,43.06845093,27.9996891,1.99000001,0.014645160700000001
0.12455689910000001,0.11984020470000001,0.1004091024,0.1029037952,0.0996717572,0.019319419600000002,0.3138612986,0.020850554572222225,0.502336085,-0.247035593,0.912565827,0.055987239,50.29085159,975.6923218,998.8231812,18.7031002,18.86329079,17.82913017,34.37710953,20.53441048,43.07376862,27.99945068,2.095000029,0.014645190499999999
