0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.148613501,0.144112301,0.099908459,0.102330506,,0.044019201,0.65789938,0.021138645,3.493561983,-0.119258597,0.931167305,0.28001529,115.1668015,278.0996094,998.15802,21.24006081,21.05654907,20.54994011,34.02901077,20.17605019,47.24317932,56.31425095,2.407500029,0.01017617
0.148712206,0.144222903,0.099979979,0.102346098,,0.044139019,0.664336681,0.021128974,3.49341011,-0.204256102,0.929761827,0.284507304,115.1668015,274.9547119,998.15802,21.24016953,21.05546951,20.54994011,34.0164299,20.18890953,47.22982025,56.31695938,2.414999962,0.01017626
0.148810899,0.144333601,0.1000754,0.102346098,,0.044161969,0.675780821,0.0211205,3.493257999,-0.246814504,0.92835629,0.234175995,115.1668015,278.5439148,998.15802,21.24028015,21.05439949,20.54994011,34.0033989,20.20178032,47.21646118,56.31967926,2.392499924,0.01017634
0.148909497,0.144444203,0.100152803,0.102409697,,0.044152641,0.700099421,0.021112022,3.493104935,-0.122358099,0.926950812,0.246556804,119.3953018,280.3316956,998.15802,21.24039078,21.05331993,20.5970192,33.99037933,20.2146492,47.20310974,56.32239151,2.494999886,0.01017642
0.149008203,0.144439805,0.100224304,0.1024791,,0.044143301,0.709397697,0.021103545,3.492953062,-0.04153296,0.925545275,0.286562711,120.8048019,285.5986023,998.15802,21.24048996,21.05224991,20.61271095,33.97735977,20.22751045,47.18975067,56.32509995,2.5,0.0101765
0.149058104,0.144396996,0.1002244,0.102543294,,0.04413397,0.660760403,0.02109507,3.492799997,-0.1922158,0.924139798,0.230008602,120.8048019,287.5011902,998.15802,21.24060059,21.05117035,20.61271095,33.96434021,20.24037933,47.1763916,56.32780838,2.4375,0.01017658
0.149091601,0.144522905,0.1004866,0.102607501,,0.043890631,0.627143288,0.021078046,3.492647886,-0.246814504,0.92273432,0.317708403,120.8048019,287.7330933,998.15802,21.2407093,21.05010033,20.61271095,33.95132065,20.25324059,47.16304016,56.33052063,2.127500057,0.01017667
0.149125195,0.144512498,0.1005983,0.102671695,,0.043911111,0.657899284,0.021058178,3.49249506,-0.246814504,0.921328783,0.304147691,120.8048019,285.8536987,998.15802,21.24081993,21.04902077,20.61271095,33.93830109,20.26610947,47.14968109,56.33322906,2.420000076,0.01017675
0.149158704,0.1444381,0.100628102,0.102867305,,0.043890479,0.629289198,0.021049239,3.492342949,-0.247172102,0.919003189,0.260904312,95.17180634,284.8544922,998.15802,21.24093056,21.04795074,20.70685005,33.92527008,20.27898026,47.13631821,56.33594894,2.557499886,0.01017683
0.148905301,0.144363594,0.100658,0.102943003,,0.043818149,0.615699291,0.02105288,3.492191076,-0.177195206,0.916370988,0.267159194,86.62748718,277.8671875,998.15802,21.24103928,21.04686928,20.73822975,33.91225052,20.2918396,47.12295914,56.33866119,2.357500076,0.01017691
0.148938894,0.144443798,0.100687802,0.102963996,,0.043745819,0.62642808,0.021044106,3.492038012,-0.202467993,0.913738787,0.307024002,86.62748718,275.4627075,998.15802,21.24114037,21.04579926,20.73822975,33.89923096,20.32010078,47.10961151,56.34136963,2.087500095,0.010177
0.149100006,0.144575596,0.100775695,0.103139103,,0.0436735,0.641806078,0.021030197,3.4918859,-0.045228511,0.911106586,0.303438902,86.62748718,278.4656067,998.15802,21.24124908,21.0447197,20.73822975,33.8862114,20.35347939,47.09624863,56.34408188,2.372499943,0.01017708
0.149261105,0.144707298,0.100882995,0.103224099,,0.043724239,0.657541799,0.021020758,3.491733074,-0.129033893,0.910207987,0.392109692,86.62748718,287.6860046,998.15802,21.24135971,21.04364967,20.73822975,33.87319183,20.38686943,47.08288956,56.34679031,2.347500086,0.01017716
0.149422097,0.144839096,0.100927699,0.1032619,,0.043815991,0.59710269,0.021012811,3.491580963,-0.208428502,0.909887075,0.384110391,74.40149689,303.388092,998.15802,21.24147034,21.04257011,20.6911602,33.86016083,20.42024994,47.06953049,56.34949875,2.112499952,0.01017724
0.149480403,0.144970906,0.100951505,0.103299797,,0.04390775,0.584228087,0.020994932,3.491427898,-0.132967904,0.909566283,0.313418686,70.3261795,302.1954041,998.15802,21.24157906,21.04150009,20.66930008,33.86040115,20.45363998,47.05617905,56.352211,2.297499895,0.01017732
0.149764204,0.145295,0.100975299,0.103337598,,0.043999499,0.614984083,0.020985658,3.491276026,-0.204732999,0.909245372,0.31815201,70.3261795,300.5321045,998.15802,21.24168015,21.04042053,20.66107941,33.8650589,20.48702049,47.04281998,56.35491943,2.192500114,0.01017741
0.150134599,0.145445502,0.101034999,0.103375495,,0.044183439,0.692946911,0.020974401,3.491122961,-0.238946602,0.90892458,0.308847189,70.3261795,303.0436096,998.1578979,21.24179077,21.03933907,20.65286064,33.86970901,20.52041054,47.02946091,56.35763931,2.339999914,0.01017749
0.150277603,0.145516801,0.101106501,0.103413296,,0.044398111,0.640733194,0.020949232,3.490971088,-0.239900202,0.908603728,0.285802305,89.58878326,299.4075012,998.1578979,21.24189949,21.03827095,20.64463043,33.87437057,20.55378914,47.01610947,56.36035156,2.372499943,0.01017757
0.150344896,0.145588195,0.101178002,0.103477001,,0.044304809,0.652177286,0.020926054,3.490818977,-0.240853906,0.908282876,0.246929303,96.00964355,286.2284851,998.1578979,21.24201012,21.03720093,20.63640976,33.87902069,20.58717918,47.0027504,56.36306,2.450000048,0.01017765
